date,arena,age_group,home,away,parallel_slot
2027-02-20,Varner Arena,U10,Kongsberg 1,Sandefjord 1,2
2027-02-20,Varner Arena,U10,Jutul 1,Jar 3,0
2027-02-20,Varner Arena,U10,Sandefjord 1,Frisk Asker 3,1
2027-02-20,Varner Arena,U10,Kongsberg 1,Skien 1,2
2027-02-20,Varner Arena,U10,Jar 3,Ringerike 1,0
2027-02-20,Varner Arena,U10,Jutul 1,Sandefjord 1,1
2027-02-20,Varner Arena,U10,Frisk Asker 3,Skien 1,2
2027-02-20,Varner Arena,U10,Sandefjord 1,Jar 3,0
2027-02-20,Varner Arena,U10,Kongsberg 1,Ringerike 1,1
2027-02-20,Varner Arena,U10,Skien 1,Jutul 1,2
2027-02-20,Varner Arena,U10,Jar 3,Kongsberg 1,0
2027-02-20,Varner Arena,U10,Sandefjord 1,Skien 1,1
2027-02-20,Varner Arena,U10,Ringerike 1,Frisk Asker 3,2
2027-02-20,Varner Arena,U10,Skien 1,Jar 3,0
2027-02-20,Varner Arena,U10,Frisk Asker 3,Kongsberg 1,1
2027-02-20,Varner Arena,U10,Jutul 1,Ringerike 1,2
2027-02-20,Varner Arena,U10,Jar 3,Frisk Asker 3,0
2027-02-20,Varner Arena,U10,Kongsberg 1,Jutul 1,1
2027-02-20,Varner Arena,U10,Sandefjord 1,Ringerike 1,2
2027-02-20,Varner Arena,U10,(Pause),Jar 3,
2027-02-20,Varner Arena,U10,(Pause),Ringerike 1,
2027-02-20,Varner Arena,U10,(Pause),Kongsberg 1,
2027-02-20,Varner Arena,U10,(Pause),Frisk Asker 3,
2027-02-20,Varner Arena,U10,(Pause),Jutul 1,
2027-02-20,Varner Arena,U10,(Pause),Sandefjord 1,
2027-02-20,Varner Arena,U10,(Pause),Skien 1,
2027-02-21,Holmenkollen ishall,U12,Frisk Asker 1,Kongsberg 1,0
2027-02-21,Holmenkollen ishall,U12,Holmen 1,Jutul 1,1
2027-02-21,Holmenkollen ishall,U12,Kongsberg 1,Jar 3,0
2027-02-21,Holmenkollen ishall,U12,Holmen 1,Frisk Asker 1,1
2027-02-21,Holmenkollen ishall,U12,Jar 3,Jutul 1,0
2027-02-21,Holmenkollen ishall,U12,Kongsberg 1,Holmen 1,1
2027-02-21,Holmenkollen ishall,U12,Holmen 1,Jar 3,0
2027-02-21,Holmenkollen ishall,U12,Frisk Asker 1,Jutul 1,1
2027-02-21,Holmenkollen ishall,U12,Jar 3,Frisk Asker 1,0
2027-02-21,Holmenkollen ishall,U12,Jutul 1,Kongsberg 1,1
2027-02-21,Holmenkollen ishall,U12,(Pause),Jar 3,
2027-02-21,Holmenkollen ishall,U12,(Pause),Jutul 1,
2027-02-21,Holmenkollen ishall,U12,(Pause),Frisk Asker 1,
2027-02-21,Holmenkollen ishall,U12,(Pause),Kongsberg 1,
2027-02-21,Holmenkollen ishall,U12,(Pause),Holmen 1,
2027-02-27,Varner Arena,JU12,Jar 1,Kongsberg 1,0
2027-02-28,Varner Arena,U11,Jar 4,Skien 1,0
2027-02-28,Varner Arena,U11,Frisk Asker 2,Jutul 1,1
2027-02-28,Varner Arena,U11,Jutul 1,Jar 4,0
2027-02-28,Varner Arena,U11,Frisk Asker 2,Skien 1,1
2027-02-28,Varner Arena,U11,Jar 4,Frisk Asker 2,0
2027-02-28,Varner Arena,U11,Jutul 1,Skien 1,1
2027-02-28,Baerum ishall,U7,Jar 1,Kongsberg 1,0
2027-02-28,Baerum ishall,U7,Frisk Asker 1,Jutul 1,1
2027-02-28,Baerum ishall,U7,Jutul 1,Jar 1,0
2027-02-28,Baerum ishall,U7,Frisk Asker 1,Kongsberg 1,1
2027-02-28,Baerum ishall,U7,Jar 1,Frisk Asker 1,0
2027-02-28,Baerum ishall,U7,Jutul 1,Kongsberg 1,1
2027-03-06,Varner Arena,JU10,Jar 1,Kongsberg 1,0
2027-03-06,Varner Arena,JU10,Frisk Asker 1,Jutul 1,1
2027-03-06,Varner Arena,JU10,Jutul 1,Jar 1,0
2027-03-06,Varner Arena,JU10,Frisk Asker 1,Kongsberg 1,1
2027-03-06,Varner Arena,JU10,Jar 1,Frisk Asker 1,0
2027-03-06,Varner Arena,JU10,Jutul 1,Kongsberg 1,1
2027-03-06,Varner Arena,JU11,Frisk Asker 1,Kongsberg 1,0
2027-03-06,Varner Arena,JU11,Kongsberg 1,Jar 1,0
2027-03-06,Varner Arena,JU11,Jar 1,Frisk Asker 1,0
2027-03-06,Varner Arena,JU11,(Pause),Jar 1,
2027-03-06,Varner Arena,JU11,(Pause),Frisk Asker 1,
2027-03-06,Varner Arena,JU11,(Pause),Kongsberg 1,
2027-03-06,Varner Arena,U8,Frisk Asker 1,Kongsberg 1,0
2027-03-06,Varner Arena,U8,Jutul 1,Holmen 1,1
2027-03-06,Varner Arena,U8,Kongsberg 1,Jar 1,0
2027-03-06,Varner Arena,U8,Jutul 1,Frisk Asker 1,1
2027-03-06,Varner Arena,U8,Jar 1,Holmen 1,0
2027-03-06,Varner Arena,U8,Kongsberg 1,Jutul 1,1
2027-03-06,Varner Arena,U8,Jutul 1,Jar 1,0
2027-03-06,Varner Arena,U8,Frisk Asker 1,Holmen 1,1
2027-03-06,Varner Arena,U8,Jar 1,Frisk Asker 1,0
2027-03-06,Varner Arena,U8,Holmen 1,Kongsberg 1,1
2027-03-06,Varner Arena,U8,(Pause),Jar 1,
2027-03-06,Varner Arena,U8,(Pause),Holmen 1,
2027-03-06,Varner Arena,U8,(Pause),Frisk Asker 1,
2027-03-06,Varner Arena,U8,(Pause),Kongsberg 1,
2027-03-06,Varner Arena,U8,(Pause),Jutul 1,
2027-03-07,Jarhallen,U10,Frisk Asker 3,Ringerike 1,0
2027-03-07,Jarhallen,U10,Jutul 1,Holmen 1,1
2027-03-07,Jarhallen,U10,Sandefjord 1,Skien 1,2
2027-03-07,Jarhallen,U10,Ringerike 1,Jar 4,0
2027-03-07,Jarhallen,U10,Skien 1,Frisk Asker 3,1
2027-03-07,Jarhallen,U10,Sandefjord 1,Jutul 1,2
2027-03-07,Jarhallen,U10,Jar 4,Holmen 1,0
2027-03-07,Jarhallen,U10,Ringerike 1,Skien 1,1
2027-03-07,Jarhallen,U10,Frisk Asker 3,Jutul 1,2
2027-03-07,Jarhallen,U10,Skien 1,Jar 4,0
2027-03-07,Jarhallen,U10,Sandefjord 1,Holmen 1,1
2027-03-07,Jarhallen,U10,Jutul 1,Ringerike 1,2
2027-03-07,Jarhallen,U10,Jar 4,Sandefjord 1,0
2027-03-07,Jarhallen,U10,Skien 1,Jutul 1,1
2027-03-07,Jarhallen,U10,Holmen 1,Frisk Asker 3,2
2027-03-07,Jarhallen,U10,Jutul 1,Jar 4,0
2027-03-07,Jarhallen,U10,Frisk Asker 3,Sandefjord 1,1
2027-03-07,Jarhallen,U10,Ringerike 1,Holmen 1,2
2027-03-07,Jarhallen,U10,Jar 4,Frisk Asker 3,0
2027-03-07,Jarhallen,U10,Sandefjord 1,Ringerike 1,1
2027-03-07,Jarhallen,U10,Skien 1,Holmen 1,2
2027-03-07,Jarhallen,U10,(Pause),Jar 4,
2027-03-07,Jarhallen,U10,(Pause),Holmen 1,
2027-03-07,Jarhallen,U10,(Pause),Sandefjord 1,
2027-03-07,Jarhallen,U10,(Pause),Frisk Asker 3,
2027-03-07,Jarhallen,U10,(Pause),Ringerike 1,
2027-03-07,Jarhallen,U10,(Pause),Skien 1,
2027-03-07,Jarhallen,U10,(Pause),Jutul 1,
2027-03-07,Varner Arena,U9,Jar 2,Jutul 1,0
2027-03-07,Varner Arena,U9,Frisk Asker 2,Holmen 1,1
2027-03-07,Varner Arena,U9,Ringerike 1,Kongsberg 1,2
2027-03-07,Varner Arena,U9,Holmen 1,Jar 2,0
2027-03-07,Varner Arena,U9,Kongsberg 1,Jutul 1,1
2027-03-07,Varner Arena,U9,Ringerike 1,Frisk Asker 2,2
2027-03-07,Varner Arena,U9,Jar 2,Kongsberg 1,0
2027-03-07,Varner Arena,U9,Holmen 1,Ringerike 1,1
2027-03-07,Varner Arena,U9,Jutul 1,Frisk Asker 2,2
2027-03-07,Varner Arena,U9,Ringerike 1,Jar 2,0
2027-03-07,Varner Arena,U9,Frisk Asker 2,Kongsberg 1,1
2027-03-07,Varner Arena,U9,Jutul 1,Holmen 1,2
2027-03-07,Varner Arena,U9,Jar 2,Frisk Asker 2,0
2027-03-07,Varner Arena,U9,Ringerike 1,Jutul 1,1
2027-03-07,Varner Arena,U9,Kongsberg 1,Holmen 1,2
2027-03-14,Baerum ishall,U10,Frisk Asker 2,Holmen 1,0
2027-03-14,Baerum ishall,U10,Sandefjord 1,Ringerike 1,1
2027-03-14,Baerum ishall,U10,Skien 1,Kongsberg 1,2
2027-03-14,Baerum ishall,U10,Holmen 1,Jar 3,0
2027-03-14,Baerum ishall,U10,Kongsberg 1,Frisk Asker 2,1
2027-03-14,Baerum ishall,U10,Skien 1,Sandefjord 1,2
2027-03-14,Baerum ishall,U10,Jar 3,Ringerike 1,0
2027-03-14,Baerum ishall,U10,Holmen 1,Kongsberg 1,1
2027-03-14,Baerum ishall,U10,Frisk Asker 2,Sandefjord 1,2
2027-03-14,Baerum ishall,U10,Kongsberg 1,Jar 3,0
2027-03-14,Baerum ishall,U10,Skien 1,Ringerike 1,1
2027-03-14,Baerum ishall,U10,Sandefjord 1,Holmen 1,2
2027-03-14,Baerum ishall,U10,Jar 3,Skien 1,0
2027-03-14,Baerum ishall,U10,Kongsberg 1,Sandefjord 1,1
2027-03-14,Baerum ishall,U10,Ringerike 1,Frisk Asker 2,2
2027-03-14,Baerum ishall,U10,Sandefjord 1,Jar 3,0
2027-03-14,Baerum ishall,U10,Frisk Asker 2,Skien 1,1
2027-03-14,Baerum ishall,U10,Holmen 1,Ringerike 1,2
2027-03-14,Baerum ishall,U10,Jar 3,Frisk Asker 2,0
2027-03-14,Baerum ishall,U10,Skien 1,Holmen 1,1
2027-03-14,Baerum ishall,U10,Kongsberg 1,Ringerike 1,2
2027-03-14,Baerum ishall,U10,(Pause),Jar 3,
2027-03-14,Baerum ishall,U10,(Pause),Ringerike 1,
2027-03-14,Baerum ishall,U10,(Pause),Skien 1,
2027-03-14,Baerum ishall,U10,(Pause),Frisk Asker 2,
2027-03-14,Baerum ishall,U10,(Pause),Holmen 1,
2027-03-14,Baerum ishall,U10,(Pause),Kongsberg 1,
2027-03-14,Baerum ishall,U10,(Pause),Sandefjord 1,
2027-03-14,Kongsberghallen,U11,Jar 4,Skien 1,0
2027-03-14,Kongsberghallen,U11,Frisk Asker 1,Ringerike 1,1
2027-03-14,Kongsberghallen,U11,Ringerike 1,Jar 4,0
2027-03-14,Kongsberghallen,U11,Frisk Asker 1,Skien 1,1
2027-03-14,Kongsberghallen,U11,Jar 4,Frisk Asker 1,0
2027-03-14,Kongsberghallen,U11,Ringerike 1,Skien 1,1
2027-03-14,Holmenkollen ishall,U12,Frisk Asker 1,Kongsberg 1,0
2027-03-14,Holmenkollen ishall,U12,Holmen 1,Jutul 1,1
2027-03-14,Holmenkollen ishall,U12,Kongsberg 1,Jar 2,0
2027-03-14,Holmenkollen ishall,U12,Holmen 1,Frisk Asker 1,1
2027-03-14,Holmenkollen ishall,U12,Jar 2,Jutul 1,0
2027-03-14,Holmenkollen ishall,U12,Kongsberg 1,Holmen 1,1
2027-03-14,Holmenkollen ishall,U12,Holmen 1,Jar 2,0
2027-03-14,Holmenkollen ishall,U12,Frisk Asker 1,Jutul 1,1
2027-03-14,Holmenkollen ishall,U12,Jar 2,Frisk Asker 1,0
2027-03-14,Holmenkollen ishall,U12,Jutul 1,Kongsberg 1,1
2027-03-14,Holmenkollen ishall,U12,(Pause),Jar 2,
2027-03-14,Holmenkollen ishall,U12,(Pause),Jutul 1,
2027-03-14,Holmenkollen ishall,U12,(Pause),Frisk Asker 1,
2027-03-14,Holmenkollen ishall,U12,(Pause),Kongsberg 1,
2027-03-14,Holmenkollen ishall,U12,(Pause),Holmen 1,
2027-04-10,Varner Arena,JU10,Jar 1,Kongsberg 1,0
2027-04-10,Varner Arena,JU10,Frisk Asker 1,Jutul 1,1
2027-04-10,Varner Arena,JU10,Jutul 1,Jar 1,0
2027-04-10,Varner Arena,JU10,Frisk Asker 1,Kongsberg 1,1
2027-04-10,Varner Arena,JU10,Jar 1,Frisk Asker 1,0
2027-04-10,Varner Arena,JU10,Jutul 1,Kongsberg 1,1
2027-04-10,Varner Arena,JU11,Frisk Asker 1,Kongsberg 1,0
2027-04-10,Varner Arena,JU11,Kongsberg 1,Jar 1,0
2027-04-10,Varner Arena,JU11,Jar 1,Frisk Asker 1,0
2027-04-10,Varner Arena,JU11,(Pause),Jar 1,
2027-04-10,Varner Arena,JU11,(Pause),Frisk Asker 1,
2027-04-10,Varner Arena,JU11,(Pause),Kongsberg 1,
2027-04-10,Varner Arena,U11,Jar 4,Sandefjord 1,0
2027-04-10,Varner Arena,U11,Kongsberg 1,Frisk Asker 2,1
2027-04-10,Varner Arena,U11,Frisk Asker 2,Jar 4,0
2027-04-10,Varner Arena,U11,Kongsberg 1,Sandefjord 1,1
2027-04-10,Varner Arena,U11,Jar 4,Kongsberg 1,0
2027-04-10,Varner Arena,U11,Frisk Asker 2,Sandefjord 1,1
2027-04-10,Varner Arena,U7,Jar 1,Kongsberg 1,0
2027-04-10,Varner Arena,U7,Frisk Asker 1,Jutul 1,1
2027-04-10,Varner Arena,U7,Jutul 1,Jar 1,0
2027-04-10,Varner Arena,U7,Frisk Asker 1,Kongsberg 1,1
2027-04-10,Varner Arena,U7,Jar 1,Frisk Asker 1,0
2027-04-10,Varner Arena,U7,Jutul 1,Kongsberg 1,1
2027-04-10,Varner Arena,U8,Frisk Asker 1,Kongsberg 1,0
2027-04-10,Varner Arena,U8,Jutul 1,Holmen 1,1
2027-04-10,Varner Arena,U8,Kongsberg 1,Jar 1,0
2027-04-10,Varner Arena,U8,Jutul 1,Frisk Asker 1,1
2027-04-10,Varner Arena,U8,Jar 1,Holmen 1,0
2027-04-10,Varner Arena,U8,Kongsberg 1,Jutul 1,1
2027-04-10,Varner Arena,U8,Jutul 1,Jar 1,0
2027-04-10,Varner Arena,U8,Frisk Asker 1,Holmen 1,1
2027-04-10,Varner Arena,U8,Jar 1,Frisk Asker 1,0
2027-04-10,Varner Arena,U8,Holmen 1,Kongsberg 1,1
2027-04-10,Varner Arena,U8,(Pause),Jar 1,
2027-04-10,Varner Arena,U8,(Pause),Holmen 1,
2027-04-10,Varner Arena,U8,(Pause),Frisk Asker 1,
2027-04-10,Varner Arena,U8,(Pause),Kongsberg 1,
2027-04-10,Varner Arena,U8,(Pause),Jutul 1,
2027-04-11,Kongsberghallen,JU12,Jar 1,Kongsberg 1,0
2027-04-11,Holmenkollen ishall,U9,Jar 2,Kongsberg 1,0
2027-04-11,Holmenkollen ishall,U9,Frisk Asker 2,Holmen 1,1
2027-04-11,Holmenkollen ishall,U9,Ringerike 1,Jutul 1,2
2027-04-11,Holmenkollen ishall,U9,Holmen 1,Jar 2,0
2027-04-11,Holmenkollen ishall,U9,Jutul 1,Kongsberg 1,1
2027-04-11,Holmenkollen ishall,U9,Ringerike 1,Frisk Asker 2,2
2027-04-11,Holmenkollen ishall,U9,Jar 2,Jutul 1,0
2027-04-11,Holmenkollen ishall,U9,Holmen 1,Ringerike 1,1
2027-04-11,Holmenkollen ishall,U9,Kongsberg 1,Frisk Asker 2,2
2027-04-11,Holmenkollen ishall,U9,Ringerike 1,Jar 2,0
2027-04-11,Holmenkollen ishall,U9,Frisk Asker 2,Jutul 1,1
2027-04-11,Holmenkollen ishall,U9,Kongsberg 1,Holmen 1,2
2027-04-11,Holmenkollen ishall,U9,Jar 2,Frisk Asker 2,0
2027-04-11,Holmenkollen ishall,U9,Ringerike 1,Kongsberg 1,1
2027-04-11,Holmenkollen ishall,U9,Jutul 1,Holmen 1,2
2027-04-17,Varner Arena,U12,Frisk Asker 1,Kongsberg 1,0
2027-04-17,Varner Arena,U12,Holmen 1,Jutul 1,1
2027-04-17,Varner Arena,U12,Kongsberg 1,Jar 3,0
2027-04-17,Varner Arena,U12,Holmen 1,Frisk Asker 1,1
2027-04-17,Varner Arena,U12,Jar 3,Jutul 1,0
2027-04-17,Varner Arena,U12,Kongsberg 1,Holmen 1,1
2027-04-17,Varner Arena,U12,Holmen 1,Jar 3,0
2027-04-17,Varner Arena,U12,Frisk Asker 1,Jutul 1,1
2027-04-17,Varner Arena,U12,Jar 3,Frisk Asker 1,0
2027-04-17,Varner Arena,U12,Jutul 1,Kongsberg 1,1
2027-04-17,Varner Arena,U12,(Pause),Jar 3,
2027-04-17,Varner Arena,U12,(Pause),Jutul 1,
2027-04-17,Varner Arena,U12,(Pause),Frisk Asker 1,
2027-04-17,Varner Arena,U12,(Pause),Kongsberg 1,
2027-04-17,Varner Arena,U12,(Pause),Holmen 1,
2027-04-18,Sandefjord ishall,U10,Jar 1,Jutul 1,0
2027-04-18,Sandefjord ishall,U10,Skien 1,Ringerike 1,1
2027-04-18,Sandefjord ishall,U10,Sandefjord 1,Holmen 1,2
2027-04-18,Sandefjord ishall,U10,Jutul 1,Frisk Asker 3,0
2027-04-18,Sandefjord ishall,U10,Holmen 1,Jar 1,1
2027-04-18,Sandefjord ishall,U10,Sandefjord 1,Skien 1,2
2027-04-18,Sandefjord ishall,U10,Frisk Asker 3,Ringerike 1,0
2027-04-18,Sandefjord ishall,U10,Jutul 1,Holmen 1,1
2027-04-18,Sandefjord ishall,U10,Jar 1,Skien 1,2
2027-04-18,Sandefjord ishall,U10,Holmen 1,Frisk Asker 3,0
2027-04-18,Sandefjord ishall,U10,Sandefjord 1,Ringerike 1,1
2027-04-18,Sandefjord ishall,U10,Skien 1,Jutul 1,2
2027-04-18,Sandefjord ishall,U10,Frisk Asker 3,Sandefjord 1,0
2027-04-18,Sandefjord ishall,U10,Holmen 1,Skien 1,1
2027-04-18,Sandefjord ishall,U10,Ringerike 1,Jar 1,2
2027-04-18,Sandefjord ishall,U10,Skien 1,Frisk Asker 3,0
2027-04-18,Sandefjord ishall,U10,Jar 1,Sandefjord 1,1
2027-04-18,Sandefjord ishall,U10,Jutul 1,Ringerike 1,2
2027-04-18,Sandefjord ishall,U10,Frisk Asker 3,Jar 1,0
2027-04-18,Sandefjord ishall,U10,Sandefjord 1,Jutul 1,1
2027-04-18,Sandefjord ishall,U10,Holmen 1,Ringerike 1,2
2027-04-18,Sandefjord ishall,U10,(Pause),Frisk Asker 3,
2027-04-18,Sandefjord ishall,U10,(Pause),Ringerike 1,
2027-04-18,Sandefjord ishall,U10,(Pause),Sandefjord 1,
2027-04-18,Sandefjord ishall,U10,(Pause),Jar 1,
2027-04-18,Sandefjord ishall,U10,(Pause),Jutul 1,
2027-04-18,Sandefjord ishall,U10,(Pause),Holmen 1,
2027-04-18,Sandefjord ishall,U10,(Pause),Skien 1,
2027-04-18,Skien ishall,U11,Jar 4,Sandefjord 1,0
2027-04-18,Skien ishall,U11,Frisk Asker 1,Ringerike 1,1
2027-04-18,Skien ishall,U11,Ringerike 1,Jar 4,0
2027-04-18,Skien ishall,U11,Frisk Asker 1,Sandefjord 1,1
2027-04-18,Skien ishall,U11,Jar 4,Frisk Asker 1,0
2027-04-18,Skien ishall,U11,Ringerike 1,Sandefjord 1,1
