date,arena,age_group,home,away,parallel_slot
2026-12-06,Jarhallen,JU8,Jutul,Skien,1
2026-12-06,Jarhallen,JU8,Holmen,Frisk Asker,2
2026-12-06,Jarhallen,JU8,Jar,Jutul,0
2026-12-06,Jarhallen,JU8,Ringerike,Holmen,1
2026-12-06,Jarhallen,JU8,Skien,Frisk Asker,2
2026-12-06,Jarhallen,JU8,Jar,Holmen,0
2026-12-06,Jarhallen,JU8,Frisk Asker,Jutul,1
2026-12-06,Jarhallen,JU8,Skien,Ringerike,2
2026-12-06,Jarhallen,JU8,Jar,Frisk Asker,0
2026-12-06,Jarhallen,JU8,Holmen,Skien,1
2026-12-06,Jarhallen,JU8,Jutul,Ringerike,2
2026-12-06,Baerum ishall,U11,Jutul 1,Holmen 1,0
2026-12-06,Baerum ishall,U11,Jar 1,Tønsberg 2,1
2026-12-06,Baerum ishall,U11,Frisk Asker 2,Ringerike 2,2
2026-12-06,Baerum ishall,U11,Jutul 1,Tønsberg 2,0
2026-12-06,Baerum ishall,U11,Ringerike 2,Holmen 1,1
2026-12-06,Baerum ishall,U11,Frisk Asker 2,Jar 1,2
2026-12-06,Baerum ishall,U11,Jutul 1,Ringerike 2,0
2026-12-06,Baerum ishall,U11,Tønsberg 2,Frisk Asker 2,1
2026-12-06,Baerum ishall,U11,Holmen 1,Jar 1,2
2026-12-06,Baerum ishall,U11,Jutul 1,Frisk Asker 2,0
2026-12-06,Baerum ishall,U11,Jar 1,Ringerike 2,1
2026-12-06,Baerum ishall,U11,Holmen 1,Tønsberg 2,2
2026-12-06,Baerum ishall,U11,Jutul 1,Jar 1,0
2026-12-06,Baerum ishall,U11,Frisk Asker 2,Holmen 1,1
2026-12-06,Baerum ishall,U11,Ringerike 2,Tønsberg 2,2
2026-12-06,Varner Arena / Askerhallen,U12,Frisk Asker 2,Tønsberg,0
2026-12-06,Varner Arena / Askerhallen,U12,Jar 2,Jutul 1,1
2026-12-06,Varner Arena / Askerhallen,U12,Frisk Asker 2,Jutul 1,0
2026-12-06,Varner Arena / Askerhallen,U12,Jar 2,Tønsberg,1
2026-12-06,Varner Arena / Askerhallen,U12,Frisk Asker 2,Jar 2,0
2026-12-06,Varner Arena / Askerhallen,U12,Jutul 1,Tønsberg,1
2026-12-06,Tonsberghallen,U9,Tønsberg,Kongsberg,0
2026-12-06,Tonsberghallen,U9,Jar 3,Jutul 1,1
2026-12-06,Tonsberghallen,U9,Frisk Asker 4,Holmen 1,2
2026-12-06,Tonsberghallen,U9,Frisk Asker 2,Jar 6,3
2026-12-06,Tonsberghallen,U9,Tønsberg,Jutul 1,0
2026-12-06,Tonsberghallen,U9,Holmen 1,Kongsberg,1
2026-12-06,Tonsberghallen,U9,Jar 6,Jar 3,2
2026-12-06,Tonsberghallen,U9,Frisk Asker 2,Frisk Asker 4,3
2026-12-06,Tonsberghallen,U9,Tønsberg,Holmen 1,0
2026-12-06,Tonsberghallen,U9,Jutul 1,Jar 6,1
2026-12-06,Tonsberghallen,U9,Kongsberg,Frisk Asker 2,2
2026-12-06,Tonsberghallen,U9,Jar 3,Frisk Asker 4,3
2026-12-06,Tonsberghallen,U9,Tønsberg,Jar 6,0
2026-12-06,Tonsberghallen,U9,Frisk Asker 2,Holmen 1,1
2026-12-06,Tonsberghallen,U9,Frisk Asker 4,Jutul 1,2
2026-12-06,Tonsberghallen,U9,Jar 3,Kongsberg,3
2026-12-06,Tonsberghallen,U9,Tønsberg,Frisk Asker 2,0
2026-12-06,Tonsberghallen,U9,Jar 6,Frisk Asker 4,1
2026-12-06,Tonsberghallen,U9,Holmen 1,Jar 3,2
2026-12-06,Tonsberghallen,U9,Jutul 1,Kongsberg,3
2026-12-06,Tonsberghallen,U9,Tønsberg,Frisk Asker 4,0
2026-12-06,Tonsberghallen,U9,Jar 3,Frisk Asker 2,1
2026-12-06,Tonsberghallen,U9,Kongsberg,Jar 6,2
2026-12-06,Tonsberghallen,U9,Jutul 1,Holmen 1,3
2026-12-06,Tonsberghallen,U9,Tønsberg,Jar 3,0
2026-12-06,Tonsberghallen,U9,Frisk Asker 4,Kongsberg,1
2026-12-06,Tonsberghallen,U9,Frisk Asker 2,Jutul 1,2
2026-12-06,Tonsberghallen,U9,Jar 6,Holmen 1,3
2026-12-12,Holmenkollen ishall,U10,Jar 3,Frisk Asker 1,0
2026-12-12,Holmenkollen ishall,U10,Jar 6,Jar 4,1
2026-12-12,Holmenkollen ishall,U10,Jutul 1,Tønsberg 2,2
2026-12-12,Holmenkollen ishall,U10,Jar 3,Jar 4,0
2026-12-12,Holmenkollen ishall,U10,Tønsberg 2,Frisk Asker 1,1
2026-12-12,Holmenkollen ishall,U10,Jutul 1,Jar 6,2
2026-12-12,Holmenkollen ishall,U10,Jar 3,Tønsberg 2,0
2026-12-12,Holmenkollen ishall,U10,Jar 4,Jutul 1,1
2026-12-12,Holmenkollen ishall,U10,Frisk Asker 1,Jar 6,2
2026-12-12,Holmenkollen ishall,U10,Jar 3,Jutul 1,0
2026-12-12,Holmenkollen ishall,U10,Jar 6,Tønsberg 2,1
2026-12-12,Holmenkollen ishall,U10,Frisk Asker 1,Jar 4,2
2026-12-12,Holmenkollen ishall,U10,Jar 3,Jar 6,0
2026-12-12,Holmenkollen ishall,U10,Jutul 1,Frisk Asker 1,1
2026-12-12,Holmenkollen ishall,U10,Tønsberg 2,Jar 4,2
2026-12-12,Jarhallen,U11,Jar 2,Frisk Asker 1,0
2026-12-12,Jarhallen,U11,Ringerike 1,Jutul 2,1
2026-12-12,Jarhallen,U11,Frisk Asker 3,Jutul 3,2
2026-12-12,Jarhallen,U11,Jar 2,Jutul 2,0
2026-12-12,Jarhallen,U11,Jutul 3,Frisk Asker 1,1
2026-12-12,Jarhallen,U11,Frisk Asker 3,Ringerike 1,2
2026-12-12,Jarhallen,U11,Jar 2,Jutul 3,0
2026-12-12,Jarhallen,U11,Jutul 2,Frisk Asker 3,1
2026-12-12,Jarhallen,U11,Frisk Asker 1,Ringerike 1,2
2026-12-12,Jarhallen,U11,Jar 2,Frisk Asker 3,0
2026-12-12,Jarhallen,U11,Ringerike 1,Jutul 3,1
2026-12-12,Jarhallen,U11,Frisk Asker 1,Jutul 2,2
2026-12-12,Jarhallen,U11,Jar 2,Ringerike 1,0
2026-12-12,Jarhallen,U11,Frisk Asker 3,Frisk Asker 1,1
2026-12-12,Jarhallen,U11,Jutul 3,Jutul 2,2
2026-12-12,Tonsberghallen,U8,Jar 4,Skien,0
2026-12-12,Tonsberghallen,U8,Frisk Asker 2,Ringerike 2,1
2026-12-12,Tonsberghallen,U8,Kongsberg,Jutul 1,2
2026-12-12,Tonsberghallen,U8,Holmen 2,Sandefjord,3
2026-12-12,Tonsberghallen,U8,Jar 4,Ringerike 2,0
2026-12-12,Tonsberghallen,U8,Jutul 1,Skien,1
2026-12-12,Tonsberghallen,U8,Sandefjord,Frisk Asker 2,2
2026-12-12,Tonsberghallen,U8,Holmen 2,Kongsberg,3
2026-12-12,Tonsberghallen,U8,Jar 4,Jutul 1,0
2026-12-12,Tonsberghallen,U8,Ringerike 2,Sandefjord,1
2026-12-12,Tonsberghallen,U8,Skien,Holmen 2,2
2026-12-12,Tonsberghallen,U8,Frisk Asker 2,Kongsberg,3
2026-12-12,Tonsberghallen,U8,Jar 4,Sandefjord,0
2026-12-12,Tonsberghallen,U8,Holmen 2,Jutul 1,1
2026-12-12,Tonsberghallen,U8,Kongsberg,Ringerike 2,2
2026-12-12,Tonsberghallen,U8,Frisk Asker 2,Skien,3
2026-12-12,Tonsberghallen,U8,Jar 4,Holmen 2,0
2026-12-12,Tonsberghallen,U8,Sandefjord,Kongsberg,1
2026-12-12,Tonsberghallen,U8,Jutul 1,Frisk Asker 2,2
2026-12-12,Tonsberghallen,U8,Ringerike 2,Skien,3
2026-12-12,Tonsberghallen,U8,Jar 4,Kongsberg,0
2026-12-12,Tonsberghallen,U8,Frisk Asker 2,Holmen 2,1
2026-12-12,Tonsberghallen,U8,Skien,Sandefjord,2
2026-12-12,Tonsberghallen,U8,Ringerike 2,Jutul 1,3
2026-12-12,Tonsberghallen,U8,Jar 4,Frisk Asker 2,0
2026-12-12,Tonsberghallen,U8,Kongsberg,Skien,1
2026-12-12,Tonsberghallen,U8,Holmen 2,Ringerike 2,2
2026-12-12,Tonsberghallen,U8,Sandefjord,Jutul 1,3
2026-12-13,Jarhallen,U11,Jar 3,Ringerike 1,0
2026-12-13,Jarhallen,U11,Jar 4,Holmen 1,1
2026-12-13,Jarhallen,U11,Frisk Asker 2,Jutul 2,2
2026-12-13,Jarhallen,U11,Jar 3,Holmen 1,0
2026-12-13,Jarhallen,U11,Jutul 2,Ringerike 1,1
2026-12-13,Jarhallen,U11,Frisk Asker 2,Jar 4,2
2026-12-13,Jarhallen,U11,Jar 3,Jutul 2,0
2026-12-13,Jarhallen,U11,Holmen 1,Frisk Asker 2,1
2026-12-13,Jarhallen,U11,Ringerike 1,Jar 4,2
2026-12-13,Jarhallen,U11,Jar 3,Frisk Asker 2,0
2026-12-13,Jarhallen,U11,Jar 4,Jutul 2,1
2026-12-13,Jarhallen,U11,Ringerike 1,Holmen 1,2
2026-12-13,Jarhallen,U11,Jar 3,Jar 4,0
2026-12-13,Jarhallen,U11,Frisk Asker 2,Ringerike 1,1
2026-12-13,Jarhallen,U11,Jutul 2,Holmen 1,2
2026-12-13,Ringerikshallen,U12,Ringerike 1,Frisk Asker 4,0
2026-12-13,Ringerikshallen,U12,Frisk Asker 3,Jar 4,1
2026-12-13,Ringerikshallen,U12,Ringerike 1,Jar 4,0
2026-12-13,Ringerikshallen,U12,Frisk Asker 3,Frisk Asker 4,1
2026-12-13,Ringerikshallen,U12,Ringerike 1,Frisk Asker 3,0
2026-12-13,Ringerikshallen,U12,Jar 4,Frisk Asker 4,1
2026-12-13,Kongsberghallen,U7,Kongsberg,Tønsberg,0
2026-12-13,Kongsberghallen,U7,Jar 2,Holmen 1,1
2026-12-13,Kongsberghallen,U7,Frisk Asker 1,Jar 4,2
2026-12-13,Kongsberghallen,U7,Jutul 2,Frisk Asker 2,3
2026-12-13,Kongsberghallen,U7,Kongsberg,Holmen 1,0
2026-12-13,Kongsberghallen,U7,Jar 4,Tønsberg,1
2026-12-13,Kongsberghallen,U7,Frisk Asker 2,Jar 2,2
2026-12-13,Kongsberghallen,U7,Jutul 2,Frisk Asker 1,3
2026-12-13,Kongsberghallen,U7,Kongsberg,Jar 4,0
2026-12-13,Kongsberghallen,U7,Holmen 1,Frisk Asker 2,1
2026-12-13,Kongsberghallen,U7,Tønsberg,Jutul 2,2
2026-12-13,Kongsberghallen,U7,Jar 2,Frisk Asker 1,3
2026-12-13,Kongsberghallen,U7,Kongsberg,Frisk Asker 2,0
2026-12-13,Kongsberghallen,U7,Jutul 2,Jar 4,1
2026-12-13,Kongsberghallen,U7,Frisk Asker 1,Holmen 1,2
2026-12-13,Kongsberghallen,U7,Jar 2,Tønsberg,3
2026-12-13,Kongsberghallen,U7,Kongsberg,Jutul 2,0
2026-12-13,Kongsberghallen,U7,Frisk Asker 2,Frisk Asker 1,1
2026-12-13,Kongsberghallen,U7,Jar 4,Jar 2,2
2026-12-13,Kongsberghallen,U7,Holmen 1,Tønsberg,3
2026-12-13,Kongsberghallen,U7,Kongsberg,Frisk Asker 1,0
2026-12-13,Kongsberghallen,U7,Jar 2,Jutul 2,1
2026-12-13,Kongsberghallen,U7,Tønsberg,Frisk Asker 2,2
2026-12-13,Kongsberghallen,U7,Holmen 1,Jar 4,3
2026-12-13,Kongsberghallen,U7,Kongsberg,Jar 2,0
2026-12-13,Kongsberghallen,U7,Frisk Asker 1,Tønsberg,1
2026-12-13,Kongsberghallen,U7,Jutul 2,Holmen 1,2
2026-12-13,Kongsberghallen,U7,Frisk Asker 2,Jar 4,3
2027-01-09,Holmenkollen ishall,U11,Holmen 2,Tønsberg 2,0
2027-01-09,Holmenkollen ishall,U11,Jar 1,Ringerike 2,1
2027-01-09,Holmenkollen ishall,U11,Frisk Asker 3,Jutul 1,2
2027-01-09,Holmenkollen ishall,U11,Holmen 2,Ringerike 2,0
2027-01-09,Holmenkollen ishall,U11,Jutul 1,Tønsberg 2,1
2027-01-09,Holmenkollen ishall,U11,Frisk Asker 3,Jar 1,2
2027-01-09,Holmenkollen ishall,U11,Holmen 2,Jutul 1,0
2027-01-09,Holmenkollen ishall,U11,Ringerike 2,Frisk Asker 3,1
2027-01-09,Holmenkollen ishall,U11,Tønsberg 2,Jar 1,2
2027-01-09,Holmenkollen ishall,U11,Holmen 2,Frisk Asker 3,0
2027-01-09,Holmenkollen ishall,U11,Jar 1,Jutul 1,1
2027-01-09,Holmenkollen ishall,U11,Tønsberg 2,Ringerike 2,2
2027-01-09,Holmenkollen ishall,U11,Holmen 2,Jar 1,0
2027-01-09,Holmenkollen ishall,U11,Frisk Asker 3,Tønsberg 2,1
2027-01-09,Holmenkollen ishall,U11,Jutul 1,Ringerike 2,2
2027-01-09,Baerum ishall,U7,Jutul 2,Jar 4,0
2027-01-09,Baerum ishall,U7,Jutul 1,Skien,1
2027-01-09,Baerum ishall,U7,Jar 1,Sandefjord,2
2027-01-09,Baerum ishall,U7,Frisk Asker 1,Holmen 2,3
2027-01-09,Baerum ishall,U7,Jutul 2,Skien,0
2027-01-09,Baerum ishall,U7,Sandefjord,Jar 4,1
2027-01-09,Baerum ishall,U7,Holmen 2,Jutul 1,2
2027-01-09,Baerum ishall,U7,Frisk Asker 1,Jar 1,3
2027-01-09,Baerum ishall,U7,Jutul 2,Sandefjord,0
2027-01-09,Baerum ishall,U7,Skien,Holmen 2,1
2027-01-09,Baerum ishall,U7,Jar 4,Frisk Asker 1,2
2027-01-09,Baerum ishall,U7,Jutul 1,Jar 1,3
2027-01-09,Baerum ishall,U7,Jutul 2,Holmen 2,0
2027-01-09,Baerum ishall,U7,Frisk Asker 1,Sandefjord,1
2027-01-09,Baerum ishall,U7,Jar 1,Skien,2
2027-01-09,Baerum ishall,U7,Jutul 1,Jar 4,3
2027-01-09,Baerum ishall,U7,Jutul 2,Frisk Asker 1,0
2027-01-09,Baerum ishall,U7,Holmen 2,Jar 1,1
2027-01-09,Baerum ishall,U7,Sandefjord,Jutul 1,2
2027-01-09,Baerum ishall,U7,Skien,Jar 4,3
2027-01-09,Baerum ishall,U7,Jutul 2,Jar 1,0
2027-01-09,Baerum ishall,U7,Jutul 1,Frisk Asker 1,1
2027-01-09,Baerum ishall,U7,Jar 4,Holmen 2,2
2027-01-09,Baerum ishall,U7,Skien,Sandefjord,3
2027-01-09,Baerum ishall,U7,Jutul 2,Jutul 1,0
2027-01-09,Baerum ishall,U7,Jar 1,Jar 4,1
2027-01-09,Baerum ishall,U7,Frisk Asker 1,Skien,2
2027-01-09,Baerum ishall,U7,Holmen 2,Sandefjord,3
2027-01-10,Tonsberghallen,U11,Tønsberg 1,Jar 4,0
2027-01-10,Tonsberghallen,U11,Jar 2,Jar 3,1
2027-01-10,Tonsberghallen,U11,Frisk Asker 1,Jutul 3,2
2027-01-10,Tonsberghallen,U11,Tønsberg 1,Jar 3,0
2027-01-10,Tonsberghallen,U11,Jutul 3,Jar 4,1
2027-01-10,Tonsberghallen,U11,Frisk Asker 1,Jar 2,2
2027-01-10,Tonsberghallen,U11,Tønsberg 1,Jutul 3,0
2027-01-10,Tonsberghallen,U11,Jar 3,Frisk Asker 1,1
2027-01-10,Tonsberghallen,U11,Jar 4,Jar 2,2
2027-01-10,Tonsberghallen,U11,Tønsberg 1,Frisk Asker 1,0
2027-01-10,Tonsberghallen,U11,Jar 2,Jutul 3,1
2027-01-10,Tonsberghallen,U11,Jar 4,Jar 3,2
2027-01-10,Tonsberghallen,U11,Tønsberg 1,Jar 2,0
2027-01-10,Tonsberghallen,U11,Frisk Asker 1,Jar 4,1
2027-01-10,Tonsberghallen,U11,Jutul 3,Jar 3,2
2027-01-10,Jarhallen,U9,Jar 1,Holmen 4,0
2027-01-10,Jarhallen,U9,Jar 2,Frisk Asker 5,1
2027-01-10,Jarhallen,U9,Ringerike 3,Holmen 2,2
2027-01-10,Jarhallen,U9,Jutul 2,Frisk Asker 2,3
2027-01-10,Jarhallen,U9,Jar 1,Frisk Asker 5,0
2027-01-10,Jarhallen,U9,Holmen 2,Holmen 4,1
2027-01-10,Jarhallen,U9,Frisk Asker 2,Jar 2,2
2027-01-10,Jarhallen,U9,Jutul 2,Ringerike 3,3
2027-01-10,Jarhallen,U9,Jar 1,Holmen 2,0
2027-01-10,Jarhallen,U9,Frisk Asker 5,Frisk Asker 2,1
2027-01-10,Jarhallen,U9,Holmen 4,Jutul 2,2
2027-01-10,Jarhallen,U9,Jar 2,Ringerike 3,3
2027-01-10,Jarhallen,U9,Jar 1,Frisk Asker 2,0
2027-01-10,Jarhallen,U9,Jutul 2,Holmen 2,1
2027-01-10,Jarhallen,U9,Ringerike 3,Frisk Asker 5,2
2027-01-10,Jarhallen,U9,Jar 2,Holmen 4,3
2027-01-10,Jarhallen,U9,Jar 1,Jutul 2,0
2027-01-10,Jarhallen,U9,Frisk Asker 2,Ringerike 3,1
2027-01-10,Jarhallen,U9,Holmen 2,Jar 2,2
2027-01-10,Jarhallen,U9,Frisk Asker 5,Holmen 4,3
2027-01-10,Jarhallen,U9,Jar 1,Ringerike 3,0
2027-01-10,Jarhallen,U9,Jar 2,Jutul 2,1
2027-01-10,Jarhallen,U9,Holmen 4,Frisk Asker 2,2
2027-01-10,Jarhallen,U9,Frisk Asker 5,Holmen 2,3
2027-01-10,Jarhallen,U9,Jar 1,Jar 2,0
2027-01-10,Jarhallen,U9,Ringerike 3,Holmen 4,1
2027-01-10,Jarhallen,U9,Jutul 2,Frisk Asker 5,2
2027-01-10,Jarhallen,U9,Frisk Asker 2,Holmen 2,3
2027-01-16,Skien ishall,JU8,Skien,Ringerike,0
2027-01-16,Skien ishall,JU8,Frisk Asker,Jutul,1
2027-01-16,Skien ishall,JU8,Holmen,Jar,2
2027-01-16,Skien ishall,JU8,Skien,Jutul,0
2027-01-16,Skien ishall,JU8,Jar,Ringerike,1
2027-01-16,Skien ishall,JU8,Holmen,Frisk Asker,2
2027-01-16,Skien ishall,JU8,Skien,Jar,0
2027-01-16,Skien ishall,JU8,Jutul,Holmen,1
2027-01-16,Skien ishall,JU8,Ringerike,Frisk Asker,2
2027-01-16,Skien ishall,JU8,Skien,Holmen,0
2027-01-16,Skien ishall,JU8,Frisk Asker,Jar,1
2027-01-16,Skien ishall,JU8,Ringerike,Jutul,2
2027-01-16,Skien ishall,JU8,Skien,Frisk Asker,0
2027-01-16,Skien ishall,JU8,Holmen,Ringerike,1
2027-01-16,Skien ishall,JU8,Jar,Jutul,2
2027-01-16,Jarhallen,U10,Jar 7,Jutul 2,0
2027-01-16,Jarhallen,U10,Frisk Asker 3,Ringerike 1,1
2027-01-16,Jarhallen,U10,Holmen 1,Kongsberg,2
2027-01-16,Jarhallen,U10,Jar 7,Ringerike 1,0
2027-01-16,Jarhallen,U10,Kongsberg,Jutul 2,1
2027-01-16,Jarhallen,U10,Holmen 1,Frisk Asker 3,2
2027-01-16,Jarhallen,U10,Jar 7,Kongsberg,0
2027-01-16,Jarhallen,U10,Ringerike 1,Holmen 1,1
2027-01-16,Jarhallen,U10,Jutul 2,Frisk Asker 3,2
2027-01-16,Jarhallen,U10,Jar 7,Holmen 1,0
2027-01-16,Jarhallen,U10,Frisk Asker 3,Kongsberg,1
2027-01-16,Jarhallen,U10,Jutul 2,Ringerike 1,2
2027-01-16,Jarhallen,U10,Jar 7,Frisk Asker 3,0
2027-01-16,Jarhallen,U10,Holmen 1,Jutul 2,1
2027-01-16,Jarhallen,U10,Kongsberg,Ringerike 1,2
2027-01-16,Baerum ishall,U12,Frisk Asker 5,Jar 2,0
2027-01-16,Baerum ishall,U12,Jar 3,Ringerike 2,1
2027-01-16,Baerum ishall,U12,Frisk Asker 5,Ringerike 2,0
2027-01-16,Baerum ishall,U12,Jar 3,Jar 2,1
2027-01-16,Baerum ishall,U12,Frisk Asker 5,Jar 3,0
2027-01-16,Baerum ishall,U12,Ringerike 2,Jar 2,1
2027-01-17,Tonsberghallen,U10,Tønsberg 1,Sandefjord,0
2027-01-17,Tonsberghallen,U10,Jar 1,Holmen 2,1
2027-01-17,Tonsberghallen,U10,Ringerike 2,Skien,2
2027-01-17,Tonsberghallen,U10,Tønsberg 1,Holmen 2,0
2027-01-17,Tonsberghallen,U10,Skien,Sandefjord,1
2027-01-17,Tonsberghallen,U10,Ringerike 2,Jar 1,2
2027-01-17,Tonsberghallen,U10,Tønsberg 1,Skien,0
2027-01-17,Tonsberghallen,U10,Holmen 2,Ringerike 2,1
2027-01-17,Tonsberghallen,U10,Sandefjord,Jar 1,2
2027-01-17,Tonsberghallen,U10,Tønsberg 1,Ringerike 2,0
2027-01-17,Tonsberghallen,U10,Jar 1,Skien,1
2027-01-17,Tonsberghallen,U10,Sandefjord,Holmen 2,2
2027-01-17,Tonsberghallen,U10,Tønsberg 1,Jar 1,0
2027-01-17,Tonsberghallen,U10,Ringerike 2,Sandefjord,1
2027-01-17,Tonsberghallen,U10,Skien,Holmen 2,2
2027-01-17,Ringerikshallen,U12,Frisk Asker 1,Frisk Asker 5,0
2027-01-17,Ringerikshallen,U12,Jar 3,Jar 4,1
2027-01-17,Ringerikshallen,U12,Frisk Asker 1,Jar 4,0
2027-01-17,Ringerikshallen,U12,Jar 3,Frisk Asker 5,1
2027-01-17,Ringerikshallen,U12,Frisk Asker 1,Jar 3,0
2027-01-17,Ringerikshallen,U12,Jar 4,Frisk Asker 5,1
2027-01-17,Skien ishall,U8,Jar 1,Jutul 3,0
2027-01-17,Skien ishall,U8,Frisk Asker 1,Jar 4,1
2027-01-17,Skien ishall,U8,Jutul 2,Ringerike 1,2
2027-01-17,Skien ishall,U8,Holmen 1,Tønsberg,3
2027-01-17,Skien ishall,U8,Jar 1,Jar 4,0
2027-01-17,Skien ishall,U8,Ringerike 1,Jutul 3,1
2027-01-17,Skien ishall,U8,Tønsberg,Frisk Asker 1,2
2027-01-17,Skien ishall,U8,Holmen 1,Jutul 2,3
2027-01-17,Skien ishall,U8,Jar 1,Ringerike 1,0
2027-01-17,Skien ishall,U8,Jar 4,Tønsberg,1
2027-01-17,Skien ishall,U8,Jutul 3,Holmen 1,2
2027-01-17,Skien ishall,U8,Frisk Asker 1,Jutul 2,3
2027-01-17,Skien ishall,U8,Jar 1,Tønsberg,0
2027-01-17,Skien ishall,U8,Holmen 1,Ringerike 1,1
2027-01-17,Skien ishall,U8,Jutul 2,Jar 4,2
2027-01-17,Skien ishall,U8,Frisk Asker 1,Jutul 3,3
2027-01-17,Skien ishall,U8,Jar 1,Holmen 1,0
2027-01-17,Skien ishall,U8,Tønsberg,Jutul 2,1
2027-01-17,Skien ishall,U8,Ringerike 1,Frisk Asker 1,2
2027-01-17,Skien ishall,U8,Jar 4,Jutul 3,3
2027-01-17,Skien ishall,U8,Jar 1,Jutul 2,0
2027-01-17,Skien ishall,U8,Frisk Asker 1,Holmen 1,1
2027-01-17,Skien ishall,U8,Jutul 3,Tønsberg,2
2027-01-17,Skien ishall,U8,Jar 4,Ringerike 1,3
2027-01-17,Skien ishall,U8,Jar 1,Frisk Asker 1,0
2027-01-17,Skien ishall,U8,Jutul 2,Jutul 3,1
2027-01-17,Skien ishall,U8,Holmen 1,Jar 4,2
2027-01-17,Skien ishall,U8,Tønsberg,Ringerike 1,3
2027-01-23,Ringerikshallen,JU10,Frisk Asker 1,Frisk Asker 2,0
2027-01-23,Ringerikshallen,JU10,Skien,Jar/Jutul,1
2027-01-23,Ringerikshallen,JU10,Ringerike,Frisk Asker 2,0
2027-01-23,Ringerikshallen,JU10,Skien,Frisk Asker 1,1
2027-01-23,Ringerikshallen,JU10,Ringerike,Jar/Jutul,0
2027-01-23,Ringerikshallen,JU10,Frisk Asker 2,Skien,1
2027-01-23,Ringerikshallen,JU10,Ringerike,Skien,0
2027-01-23,Ringerikshallen,JU10,Frisk Asker 1,Jar/Jutul,1
2027-01-23,Ringerikshallen,JU10,Ringerike,Frisk Asker 1,0
2027-01-23,Ringerikshallen,JU10,Jar/Jutul,Frisk Asker 2,1
2027-01-23,Ringerikshallen,JU10,(Pause),Ringerike,
2027-01-23,Ringerikshallen,JU10,(Pause),Jar/Jutul,
2027-01-23,Ringerikshallen,JU10,(Pause),Frisk Asker 1,
2027-01-23,Ringerikshallen,JU10,(Pause),Frisk Asker 2,
2027-01-23,Ringerikshallen,JU10,(Pause),Skien,
2027-01-23,Jarhallen,U12,Jar 1,Frisk Asker 4,0
2027-01-23,Jarhallen,U12,Frisk Asker 2,Frisk Asker 3,1
2027-01-23,Jarhallen,U12,Jar 1,Frisk Asker 3,0
2027-01-23,Jarhallen,U12,Frisk Asker 2,Frisk Asker 4,1
2027-01-23,Jarhallen,U12,Jar 1,Frisk Asker 2,0
2027-01-23,Jarhallen,U12,Frisk Asker 3,Frisk Asker 4,1
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Frisk Asker 3,0
2027-01-23,Holmenkollen ishall,U9,Jar 3,Ringerike 1,1
2027-01-23,Holmenkollen ishall,U9,Frisk Asker 1,Jar 5,2
2027-01-23,Holmenkollen ishall,U9,Ringerike 2,Jutul 3,3
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Ringerike 1,0
2027-01-23,Holmenkollen ishall,U9,Jar 5,Frisk Asker 3,1
2027-01-23,Holmenkollen ishall,U9,Jutul 3,Jar 3,2
2027-01-23,Holmenkollen ishall,U9,Ringerike 2,Frisk Asker 1,3
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Jar 5,0
2027-01-23,Holmenkollen ishall,U9,Ringerike 1,Jutul 3,1
2027-01-23,Holmenkollen ishall,U9,Frisk Asker 3,Ringerike 2,2
2027-01-23,Holmenkollen ishall,U9,Jar 3,Frisk Asker 1,3
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Jutul 3,0
2027-01-23,Holmenkollen ishall,U9,Ringerike 2,Jar 5,1
2027-01-23,Holmenkollen ishall,U9,Frisk Asker 1,Ringerike 1,2
2027-01-23,Holmenkollen ishall,U9,Jar 3,Frisk Asker 3,3
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Ringerike 2,0
2027-01-23,Holmenkollen ishall,U9,Jutul 3,Frisk Asker 1,1
2027-01-23,Holmenkollen ishall,U9,Jar 5,Jar 3,2
2027-01-23,Holmenkollen ishall,U9,Ringerike 1,Frisk Asker 3,3
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Frisk Asker 1,0
2027-01-23,Holmenkollen ishall,U9,Jar 3,Ringerike 2,1
2027-01-23,Holmenkollen ishall,U9,Frisk Asker 3,Jutul 3,2
2027-01-23,Holmenkollen ishall,U9,Ringerike 1,Jar 5,3
2027-01-23,Holmenkollen ishall,U9,Holmen 3,Jar 3,0
2027-01-23,Holmenkollen ishall,U9,Frisk Asker 1,Frisk Asker 3,1
2027-01-23,Holmenkollen ishall,U9,Ringerike 2,Ringerike 1,2
2027-01-23,Holmenkollen ishall,U9,Jutul 3,Jar 5,3
2027-01-24,Jarhallen,U10,Jar 2,Sandefjord,0
2027-01-24,Jarhallen,U10,Jar 3,Frisk Asker 4,1
2027-01-24,Jarhallen,U10,Jar 7,Frisk Asker 2,2
2027-01-24,Jarhallen,U10,Jar 2,Frisk Asker 4,0
2027-01-24,Jarhallen,U10,Frisk Asker 2,Sandefjord,1
2027-01-24,Jarhallen,U10,Jar 7,Jar 3,2
2027-01-24,Jarhallen,U10,Jar 2,Frisk Asker 2,0
2027-01-24,Jarhallen,U10,Frisk Asker 4,Jar 7,1
2027-01-24,Jarhallen,U10,Sandefjord,Jar 3,2
